zone_id,week_start,flood_event_count_24m,avg_event_rainfall_mm,max_event_rainfall_mm,curfew_count_qtr,avg_curfew_hours,power_outage_count_month,avg_power_outage_hours,traffic_disruption_hours_week,disruption_days_month,proximity_river_km,coastal_exposure_index,elevation_m,adjacent_zone_risk_prev_week,historical_risk_score
zone_5,2025-02-15,5,199.5,232.662,0,0.919,3,2.399,12.245,6,10.433,0.995,118.925,96.046,98.0
zone_5,2025-02-22,3,180.611,185.638,1,1.962,2,1.22,13.162,2,10.433,0.995,118.925,95.318,98.0
zone_5,2025-03-01,1,215.925,224.35,0,2.496,1,5.143,10.157,5,10.433,0.995,118.925,95.162,98.0
zone_5,2025-03-08,3,213.047,222.073,1,1.765,1,4.583,10.497,6,10.433,0.995,118.925,93.89,98.0
zone_5,2025-03-15,4,187.08,192.395,0,2.822,0,1.916,12.033,7,10.433,0.995,118.925,91.144,98.0
zone_5,2025-03-22,1,209.692,229.763,1,3.756,2,4.262,8.989,8,10.433,0.995,118.925,92.046,98.0
zone_5,2025-03-29,0,200.691,220.968,0,3.911,1,4.772,11.187,10,10.433,0.995,118.925,96.929,98.0
zone_5,2025-04-05,3,193.326,208.041,0,1.81,0,3.8,8.259,7,10.433,0.995,118.925,96.243,98.0
zone_5,2025-04-12,0,206.919,214.878,0,2.13,1,2.989,12.887,5,10.433,0.995,118.925,100.0,98.0
zone_5,2025-04-19,3,179.393,191.169,0,2.019,3,2.287,12.653,6,10.433,0.995,118.925,100.0,98.0
zone_5,2025-04-26,2,188.916,196.136,0,2.105,0,3.705,6.007,6,10.433,0.995,118.925,97.595,98.0
zone_5,2025-05-03,3,176.287,204.004,0,1.296,1,4.692,9.886,6,10.433,0.995,118.925,97.578,98.0
zone_5,2025-05-10,1,172.355,198.624,0,3.439,1,4.894,11.808,6,10.433,0.995,118.925,99.464,98.0
zone_5,2025-05-17,2,176.058,202.461,0,1.536,0,3.292,8.812,7,10.433,0.995,118.925,98.264,98.0
zone_5,2025-05-24,0,171.125,188.915,1,2.873,1,4.603,10.442,6,10.433,0.995,118.925,100.0,98.0
zone_5,2025-05-31,2,151.389,157.477,0,1.952,4,2.384,9.272,5,10.433,0.995,118.925,99.927,98.0
zone_5,2025-06-07,1,111.884,139.968,1,0.227,1,3.496,11.845,8,10.433,0.995,118.925,98.006,98.0
zone_5,2025-06-14,2,147.576,173.641,0,1.552,1,2.244,9.12,5,10.433,0.995,118.925,100.0,98.0
zone_5,2025-06-21,2,105.019,115.841,0,2.953,1,3.231,10.149,7,10.433,0.995,118.925,95.745,98.0
zone_5,2025-06-28,2,132.286,133.519,0,0.75,0,1.711,6.788,5,10.433,0.995,118.925,96.948,98.0
zone_5,2025-07-05,0,62.14,87.339,1,2.16,4,1.806,7.238,4,10.433,0.995,118.925,96.522,94.0122935978121
zone_5,2025-07-12,0,78.368,103.394,0,2.034,3,4.388,8.512,7,10.433,0.995,118.925,94.705,98.0
zone_5,2025-07-19,1,74.01,84.07,0,1.052,0,2.916,8.503,1,10.433,0.995,118.925,93.342,97.55634245240196
zone_5,2025-07-26,1,82.62,87.028,0,2.058,2,2.288,7.682,5,10.433,0.995,118.925,90.979,98.0
zone_5,2025-08-02,2,54.95,84.666,0,1.192,2,3.706,7.319,6,10.433,0.995,118.925,95.819,98.0
zone_5,2025-08-09,0,45.63,65.166,0,0.0,2,4.852,7.859,4,10.433,0.995,118.925,93.567,90.43220386329745
zone_5,2025-08-16,2,58.128,73.407,0,2.592,2,2.724,6.183,3,10.433,0.995,118.925,92.875,93.96625318790389
zone_5,2025-08-23,0,43.506,59.876,0,2.019,3,3.608,6.623,3,10.433,0.995,118.925,93.771,82.56064282349348
zone_5,2025-08-30,0,41.155,61.312,0,1.235,0,3.901,6.273,2,10.433,0.995,118.925,89.441,76.6159388715992
zone_5,2025-09-06,0,40.103,71.102,0,3.272,2,0.2,6.604,3,10.433,0.995,118.925,84.689,78.95079650292351
zone_5,2025-09-13,0,31.689,58.183,2,1.016,1,2.293,6.544,3,10.433,0.995,118.925,83.011,75.69941081087671
zone_5,2025-09-20,0,53.6,78.24,1,1.932,1,1.805,8.99,8,10.433,0.995,118.925,82.645,98.0
zone_5,2025-09-27,0,40.262,50.407,0,1.113,1,2.642,8.175,2,10.433,0.995,118.925,85.22,82.15505152230881
zone_5,2025-10-04,0,33.836,66.759,0,1.71,1,4.65,8.77,3,10.433,0.995,118.925,88.077,85.91147930283618
zone_5,2025-10-11,1,39.266,51.333,0,0.288,2,2.356,4.889,5,10.433,0.995,118.925,88.012,83.22215051607965
zone_5,2025-10-18,2,58.188,76.479,0,1.869,1,3.744,9.662,6,10.433,0.995,118.925,82.419,98.0
zone_5,2025-10-25,0,37.048,46.1,0,3.68,2,3.363,6.524,5,10.433,0.995,118.925,84.348,83.1317508475084
zone_5,2025-11-01,1,74.032,99.6,0,2.136,3,4.701,8.951,4,10.433,0.995,118.925,84.074,98.0
zone_5,2025-11-08,1,91.547,108.716,0,3.968,2,3.033,7.229,2,10.433,0.995,118.925,86.258,98.0
zone_5,2025-11-15,2,70.022,89.264,0,1.046,1,1.784,4.982,3,10.433,0.995,118.925,90.771,92.61858539683415
zone_5,2025-11-22,0,71.496,97.451,0,1.477,1,5.113,7.102,5,10.433,0.995,118.925,88.231,96.84521805408907
zone_5,2025-11-29,1,92.925,109.107,1,1.748,3,3.385,6.932,5,10.433,0.995,118.925,86.823,98.0
zone_5,2025-12-06,0,122.051,142.404,0,2.334,5,4.289,5.531,0,10.433,0.995,118.925,86.909,92.41806662527613
zone_5,2025-12-13,3,105.789,123.897,0,2.548,0,4.521,8.345,9,10.433,0.995,118.925,87.212,98.0
zone_5,2025-12-20,0,127.003,146.526,0,1.901,3,5.076,8.474,2,10.433,0.995,118.925,87.789,98.0
zone_5,2025-12-27,0,119.689,131.633,0,2.678,1,4.701,8.614,4,10.433,0.995,118.925,88.992,98.0
zone_5,2026-01-03,3,155.569,176.744,0,2.064,2,2.465,9.377,6,10.433,0.995,118.925,91.756,98.0
zone_5,2026-01-10,1,159.118,185.48,0,2.074,0,2.96,10.866,3,10.433,0.995,118.925,89.593,98.0
zone_5,2026-01-17,1,147.61,175.141,0,1.822,2,1.827,11.411,4,10.433,0.995,118.925,90.525,98.0
zone_5,2026-01-24,1,153.063,179.139,1,2.83,1,5.352,6.931,4,10.433,0.995,118.925,92.953,98.0
zone_5,2026-01-31,1,157.255,174.593,0,2.0,1,1.923,7.352,5,10.433,0.995,118.925,93.488,98.0
zone_5,2026-02-07,1,194.116,202.904,1,1.762,3,2.086,6.981,5,10.433,0.995,118.925,92.877,98.0
zone_5,2026-02-14,3,193.426,223.022,0,4.051,1,2.774,9.954,5,10.433,0.995,118.925,94.621,98.0
zone_5,2026-02-21,2,184.86,203.331,0,3.658,1,1.634,13.612,8,10.433,0.995,118.925,96.539,98.0
zone_5,2026-02-28,8,206.314,216.965,0,0.978,4,1.666,9.224,7,10.433,0.995,118.925,97.25,98.0
zone_5,2026-03-07,3,203.62,229.189,0,0.739,2,2.163,11.311,3,10.433,0.995,118.925,96.845,98.0
zone_5,2026-03-14,1,199.939,218.533,0,1.807,2,3.537,9.039,6,10.433,0.995,118.925,93.917,98.0
zone_5,2026-03-21,2,215.425,230.622,1,2.397,1,2.802,12.77,6,10.433,0.995,118.925,94.981,98.0
zone_5,2026-03-28,1,198.681,208.977,1,2.327,1,5.22,9.612,6,10.433,0.995,118.925,94.774,98.0
zone_5,2026-04-04,1,199.325,221.516,1,4.165,1,5.872,9.154,9,10.433,0.995,118.925,96.562,98.0
zone_5,2026-04-11,3,202.674,217.167,0,0.036,2,4.057,9.467,6,10.433,0.995,118.925,96.903,98.0
zone_5,2026-04-18,0,169.277,193.991,0,2.537,1,2.851,11.329,8,10.433,0.995,118.925,99.485,98.0
zone_6,2024-03-02,1,116.484,143.138,0,0.891,3,1.538,11.105,8,7.658,0.149,83.493,65.646,98.0
zone_6,2024-03-09,2,131.958,155.306,0,3.19,1,1.356,10.078,6,7.658,0.149,83.493,71.744,98.0
zone_6,2024-03-16,3,129.731,138.456,1,1.808,1,2.408,10.278,6,7.658,0.149,83.493,74.706,98.0
zone_6,2024-03-23,1,129.099,146.288,0,5.494,3,4.0,9.934,5,7.658,0.149,83.493,78.983,98.0
zone_6,2024-03-30,1,138.996,166.78,0,3.409,3,3.277,10.456,4,7.658,0.149,83.493,86.005,98.0
zone_6,2024-04-06,2,128.189,144.86,0,2.367,2,2.911,9.502,5,7.658,0.149,83.493,88.224,98.0
zone_6,2024-04-13,2,139.837,163.393,0,2.538,4,3.781,8.656,5,7.658,0.149,83.493,93.267,98.0
zone_6,2024-04-20,3,115.256,143.382,0,1.188,2,3.591,10.126,5,7.658,0.149,83.493,93.156,98.0
zone_6,2024-04-27,1,138.876,164.994,0,1.072,1,1.952,7.797,3,7.658,0.149,83.493,92.495,98.0
zone_6,2024-05-04,3,105.031,118.028,0,2.017,1,1.611,10.184,4,7.658,0.149,83.493,92.853,98.0
zone_6,2024-05-11,0,102.497,130.997,0,2.581,2,5.022,8.941,8,7.658,0.149,83.493,95.719,98.0
zone_6,2024-05-18,1,110.084,111.35,1,3.106,4,3.112,8.916,9,7.658,0.149,83.493,94.291,98.0
zone_6,2024-05-25,3,119.796,131.466,0,2.621,2,3.678,12.169,6,7.658,0.149,83.493,93.594,98.0
zone_6,2024-06-01,2,85.152,93.465,0,1.947,2,2.508,10.374,5,7.658,0.149,83.493,95.608,98.0
zone_6,2024-06-08,1,83.871,100.699,1,1.349,2,3.297,8.163,5,7.658,0.149,83.493,92.963,98.0
zone_6,2024-06-15,0,79.143,100.455,1,2.155,0,3.356,5.778,4,7.658,0.149,83.493,94.068,83.87740352677379
zone_6,2024-06-22,1,69.87,102.903,0,2.184,1,1.969,8.084,0,7.658,0.149,83.493,91.47,82.18475535853476
zone_6,2024-06-29,1,93.07,119.713,0,1.747,4,5.17,8.265,8,7.658,0.149,83.493,87.357,98.0
zone_6,2024-07-06,0,40.751,56.871,0,2.867,2,0.957,9.555,4,7.658,0.149,83.493,92.879,85.66927757236401
zone_6,2024-07-13,0,57.187,88.154,1,2.401,2,1.523,8.632,3,7.658,0.149,83.493,92.502,84.45381557804458
zone_6,2024-07-20,0,46.354,76.238,1,2.663,0,3.713,8.655,6,7.658,0.149,83.493,90.08,88.81220427917236
zone_6,2024-07-27,1,42.219,60.579,0,0.853,2,3.087,6.974,7,7.658,0.149,83.493,87.066,87.70591927675196
zone_6,2024-08-03,0,37.848,59.474,0,0.964,1,3.42,4.971,4,7.658,0.149,83.493,86.87,66.32117197444063
zone_6,2024-08-10,0,39.961,53.847,0,3.747,1,6.085,6.575,0,7.658,0.149,83.493,83.905,61.03223741765891
zone_6,2024-08-17,0,3.196,25.123,1,3.124,4,1.61,7.306,4,7.658,0.149,83.493,78.166,61.90091599010408
zone_6,2024-08-24,1,32.889,54.542,0,2.033,1,4.486,9.151,6,7.658,0.149,83.493,76.011,87.04707757901402
zone_6,2024-08-31,0,9.022,37.652,0,3.374,2,1.775,6.82,6,7.658,0.149,83.493,76.257,66.87528390223379
zone_6,2024-09-07,0,36.004,65.072,0,1.094,1,2.641,7.258,7,7.658,0.149,83.493,74.803,79.07394869991806
zone_6,2024-09-14,0,17.094,36.675,0,3.249,2,3.49,6.15,6,7.658,0.149,83.493,74.507,66.40187789760624
zone_6,2024-09-21,0,31.418,52.971,0,1.569,3,0.389,5.889,6,7.658,0.149,83.493,73.184,69.45920269047396
zone_6,2024-09-28,0,24.708,28.839,1,3.162,1,1.535,6.443,1,7.658,0.149,83.493,72.189,55.41724024348168
zone_6,2024-10-05,1,20.033,52.102,1,3.136,1,2.94,7.33,3,7.658,0.149,83.493,65.139,65.20208583178103
zone_6,2024-10-12,1,22.874,36.884,0,2.501,2,3.87,6.726,5,7.658,0.149,83.493,61.475,68.34783125900915
zone_6,2024-10-19,0,4.502,27.522,1,3.69,1,3.654,9.563,3,7.658,0.149,83.493,59.844,62.785856686067156
zone_6,2024-10-26,0,15.903,48.322,0,5.317,1,2.785,5.522,3,7.658,0.149,83.493,59.126,51.257765407253736
zone_6,2024-11-02,0,45.11,53.964,1,2.958,1,3.753,7.826,6,7.658,0.149,83.493,56.747,76.22442731217328
zone_6,2024-11-09,1,52.607,70.844,0,2.614,2,2.459,5.438,3,7.658,0.149,83.493,62.149,67.39440999906564
zone_6,2024-11-16,0,63.639,88.075,0,1.642,1,2.788,7.472,4,7.658,0.149,83.493,63.73,77.00772439878344
zone_6,2024-11-23,1,50.783,79.468,0,3.317,3,5.174,6.19,7,7.658,0.149,83.493,69.075,82.4980550728169
zone_6,2024-11-30,0,46.779,66.42,0,1.117,3,3.937,7.614,3,7.658,0.149,83.493,71.996,71.90220232131696
zone_6,2024-12-07,0,76.759,87.433,1,1.795,0,2.423,6.183,4,7.658,0.149,83.493,73.471,78.96822737394385
zone_6,2024-12-14,0,86.752,104.712,1,2.034,2,3.339,5.97,5,7.658,0.149,83.493,77.224,85.02292519756509
zone_6,2024-12-21,2,88.711,93.956,0,3.996,1,3.264,7.969,7,7.658,0.149,83.493,78.178,98.0
zone_6,2024-12-28,1,70.194,93.839,0,2.06,2,2.978,8.401,6,7.658,0.149,83.493,79.478,96.64912471701254
zone_6,2025-01-04,1,94.801,111.497,0,3.101,3,2.854,8.333,7,7.658,0.149,83.493,81.813,98.0
zone_6,2025-01-11,1,107.978,137.849,0,0.917,0,2.311,8.771,4,7.658,0.149,83.493,89.336,98.0
zone_6,2025-01-18,0,111.204,130.248,0,0.681,4,2.483,7.668,7,7.658,0.149,83.493,90.494,98.0
zone_6,2025-01-25,0,115.371,130.504,1,1.689,1,2.668,9.512,5,7.658,0.149,83.493,93.632,98.0
zone_6,2025-02-01,1,114.352,129.844,0,3.678,2,4.437,11.697,6,7.658,0.149,83.493,98.018,98.0
zone_6,2025-02-08,4,112.91,134.275,0,2.849,2,1.952,8.561,9,7.658,0.149,83.493,95.222,98.0
zone_6,2025-02-15,0,136.761,153.269,1,2.768,0,3.484,6.313,5,7.658,0.149,83.493,93.823,98.0
zone_6,2025-02-22,1,132.2,141.813,0,3.503,2,3.343,9.591,7,7.658,0.149,83.493,96.367,98.0
zone_6,2025-03-01,1,127.916,132.426,1,3.617,1,1.411,10.618,6,7.658,0.149,83.493,97.141,98.0
zone_6,2025-03-08,3,127.928,145.995,0,2.135,1,2.791,9.973,6,7.658,0.149,83.493,99.771,98.0
zone_6,2025-03-15,1,154.835,173.075,3,1.793,6,2.044,11.093,8,7.658,0.149,83.493,97.185,98.0
zone_6,2025-03-22,3,119.564,128.651,0,2.672,6,3.514,12.339,6,7.658,0.149,83.493,97.056,98.0
zone_6,2025-03-29,1,134.87,167.57,0,2.01,2,5.334,10.673,7,7.658,0.149,83.493,99.236,98.0
zone_6,2025-04-05,1,114.105,123.609,0,2.211,3,4.095,10.881,7,7.658,0.149,83.493,100.0,98.0
zone_6,2025-04-12,0,131.883,156.919,2,1.458,5,1.873,9.475,3,7.658,0.149,83.493,96.605,98.0
zone_6,2025-04-19,3,124.322,138.03,0,1.637,0,3.783,9.399,7,7.658,0.149,83.493,96.787,98.0
zone_6,2025-04-26,1,133.567,148.928,0,1.046,2,1.479,10.948,6,7.658,0.149,83.493,95.404,98.0
zone_6,2025-05-03,1,102.012,117.234,0,2.996,2,3.931,10.998,4,7.658,0.149,83.493,94.964,98.0
zone_6,2025-05-10,0,113.295,137.894,1,2.795,0,2.822,6.838,3,7.658,0.149,83.493,94.085,95.45395734671433
zone_6,2025-05-17,2,99.158,120.101,1,0.525,2,2.142,6.444,9,7.658,0.149,83.493,93.403,98.0
zone_6,2025-05-24,2,89.505,116.691,0,2.545,3,3.82,9.676,5,7.658,0.149,83.493,93.247,98.0
zone_6,2025-05-31,0,111.873,132.211,0,0.772,1,3.349,8.782,2,7.658,0.149,83.493,91.307,98.0
zone_6,2025-06-07,4,81.778,107.188,0,1.266,2,4.751,8.614,6,7.658,0.149,83.493,92.367,98.0
zone_6,2025-06-14,1,85.018,117.648,1,2.689,0,3.235,8.511,3,7.658,0.149,83.493,92.958,97.03881594666598
zone_6,2025-06-21,1,79.894,99.313,0,2.34,2,1.45,7.623,4,7.658,0.149,83.493,94.49,95.3878349347154
zone_6,2025-06-28,1,65.229,88.637,0,1.964,1,3.213,5.704,5,7.658,0.149,83.493,98.751,87.79222020152014
zone_6,2025-07-05,0,49.116,55.633,0,2.348,4,4.716,6.466,7,7.658,0.149,83.493,94.971,85.72292478347957
zone_6,2025-07-12,0,58.441,74.494,1,3.115,1,3.58,8.081,6,7.658,0.149,83.493,90.19,90.42881701054482
zone_6,2025-07-19,2,59.408,66.39,0,1.726,2,2.426,8.172,0,7.658,0.149,83.493,90.646,83.48368361758497
zone_6,2025-07-26,0,61.989,90.013,0,2.415,0,2.653,7.799,3,7.658,0.149,83.493,87.26,81.42319933278236
zone_6,2025-08-02,1,46.1,77.14,1,3.477,0,3.361,6.034,5,7.658,0.149,83.493,88.62,80.3717066415383
zone_6,2025-08-09,1,37.225,68.256,0,2.397,2,4.555,7.91,9,7.658,0.149,83.493,84.799,94.48858555664746
zone_6,2025-08-16,0,20.987,50.78,0,2.134,0,3.676,7.67,3,7.658,0.149,83.493,85.272,67.87636252404127
zone_6,2025-08-23,0,71.143,96.673,1,1.986,1,4.956,8.855,4,7.658,0.149,83.493,84.223,90.00882289950509
zone_6,2025-08-30,0,44.258,63.866,1,0.0,3,2.085,8.075,3,7.658,0.149,83.493,82.963,75.83780021840954
zone_6,2025-09-06,0,12.414,21.595,0,3.122,0,2.125,8.791,1,7.658,0.149,83.493,82.622,63.13869751303526
zone_6,2025-09-13,0,36.734,63.615,0,1.99,0,1.942,7.717,5,7.658,0.149,83.493,81.228,77.24866359487817
zone_6,2025-09-20,1,30.29,53.925,0,2.677,2,2.957,6.384,5,7.658,0.149,83.493,78.333,73.99689793807701
zone_6,2025-09-27,1,27.452,46.036,0,1.181,1,3.039,6.452,3,7.658,0.149,83.493,78.735,67.98947198205411
zone_6,2025-10-04,1,19.323,44.974,1,0.838,1,2.208,6.495,4,7.658,0.149,83.493,79.755,68.69227561718556
zone_6,2025-10-11,0,18.507,33.049,0,4.036,1,3.46,7.803,4,7.658,0.149,83.493,78.513,68.49710755902292
zone_6,2025-10-18,0,48.465,59.906,0,2.801,2,4.217,6.038,4,7.658,0.149,83.493,74.083,69.96066557652505
zone_6,2025-10-25,0,20.552,40.963,0,2.697,2,1.764,7.098,2,7.658,0.149,83.493,70.672,58.881636761408515
zone_6,2025-11-01,0,50.985,69.772,0,0.911,3,3.578,5.744,3,7.658,0.149,83.493,70.852,66.0158663129133
zone_6,2025-11-08,1,68.743,95.991,1,2.305,0,2.893,7.997,5,7.658,0.149,83.493,68.077,88.83898307110807
zone_6,2025-11-15,1,48.019,64.608,1,1.201,2,2.547,7.962,2,7.658,0.149,83.493,71.903,75.17817206025774
zone_6,2025-11-22,0,52.846,67.49,0,3.512,4,3.302,5.294,5,7.658,0.149,83.493,75.176,71.62198374742404
zone_6,2025-11-29,0,52.28,72.565,0,1.02,2,3.505,11.755,6,7.658,0.149,83.493,74.373,97.67044786993127
zone_6,2025-12-06,0,75.36,87.417,0,2.607,4,3.925,6.991,7,7.658,0.149,83.493,81.295,91.90548110859169
zone_6,2025-12-13,1,83.12,101.584,0,2.807,1,2.707,7.729,4,7.658,0.149,83.493,82.115,93.36062934101042
zone_6,2025-12-20,1,72.445,96.977,2,1.693,2,4.02,7.29,4,7.658,0.149,83.493,86.588,89.7166714623502
zone_6,2025-12-27,0,83.227,83.754,1,2.056,4,2.759,8.857,3,7.658,0.149,83.493,88.123,92.03069840693038
zone_6,2026-01-03,0,93.998,131.962,1,2.115,1,1.291,11.63,8,7.658,0.149,83.493,90.634,98.0
zone_6,2026-01-10,2,93.63,108.94,0,1.356,2,3.922,7.474,4,7.658,0.149,83.493,92.044,98.0
zone_6,2026-01-17,0,84.038,118.424,0,1.376,4,2.374,8.586,6,7.658,0.149,83.493,88.46,98.0
zone_6,2026-01-24,0,110.399,126.626,0,2.032,2,3.03,12.26,2,7.658,0.149,83.493,88.414,98.0
zone_6,2026-01-31,2,120.448,134.168,1,3.528,3,3.532,8.796,4,7.658,0.149,83.493,90.139,98.0
zone_6,2026-02-07,1,114.54,140.704,1,2.832,1,3.121,7.52,8,7.658,0.149,83.493,92.709,98.0
zone_6,2026-02-14,0,133.872,159.394,2,3.136,2,3.317,9.455,6,7.658,0.149,83.493,93.591,98.0
zone_6,2026-02-21,0,125.435,149.684,0,3.923,1,3.236,8.963,6,7.658,0.149,83.493,96.859,98.0
zone_6,2026-02-28,1,134.483,160.477,0,1.213,1,3.29,11.079,7,7.658,0.149,83.493,97.706,98.0
zone_6,2026-03-07,0,140.613,149.992,0,1.69,2,3.363,11.365,5,7.658,0.149,83.493,100.0,98.0
zone_6,2026-03-14,3,137.191,152.923,0,1.412,1,3.617,10.858,5,7.658,0.149,83.493,97.368,98.0
zone_6,2026-03-21,3,148.356,169.997,0,1.974,1,4.254,10.377,9,7.658,0.149,83.493,98.09,98.0
zone_6,2026-03-28,1,129.831,144.478,0,2.658,0,2.546,9.883,8,7.658,0.149,83.493,97.837,98.0
zone_6,2026-04-04,0,140.856,167.298,0,1.446,2,2.679,7.811,6,7.658,0.149,83.493,100.0,98.0
zone_6,2026-04-11,1,114.248,131.287,1,0.214,4,2.992,9.353,9,7.658,0.149,83.493,98.963,98.0
zone_6,2026-04-18,1,125.445,165.248,0,2.931,2,2.366,10.504,10,7.658,0.149,83.493,98.122,98.0
zone_7,2024-03-02,2,122.211,136.044,0,2.407,1,4.037,12.287,4,9.411,0.725,214.865,47.269,98.0
zone_7,2024-03-09,3,116.49,135.454,0,0.992,4,1.828,10.933,2,9.411,0.725,214.865,56.71,98.0
zone_7,2024-03-16,1,88.71,112.062,1,0.394,4,3.66,9.177,7,9.411,0.725,214.865,62.945,98.0
zone_7,2024-03-23,0,99.81,113.219,0,2.059,1,3.594,10.474,5,9.411,0.725,214.865,65.469,98.0
zone_7,2024-03-30,6,115.601,131.152,2,1.829,2,0.2,10.336,6,9.411,0.725,214.865,72.778,98.0
zone_7,2024-04-06,1,114.509,133.007,0,1.628,2,3.199,12.26,4,9.411,0.725,214.865,79.9,98.0
zone_7,2024-04-13,0,94.896,116.699,0,2.451,5,2.636,9.819,7,9.411,0.725,214.865,85.616,98.0
zone_7,2024-04-20,1,98.729,117.928,0,1.004,3,3.753,9.463,6,9.411,0.725,214.865,87.18,98.0
zone_7,2024-04-27,1,107.442,132.28,1,1.79,2,1.572,12.277,8,9.411,0.725,214.865,89.72,98.0
zone_7,2024-05-04,0,83.26,86.062,0,2.421,0,3.765,11.47,5,9.411,0.725,214.865,91.139,98.0
zone_7,2024-05-11,0,87.565,97.083,0,2.792,1,2.823,8.703,7,9.411,0.725,214.865,97.072,98.0
zone_7,2024-05-18,2,96.906,114.258,0,2.209,2,2.762,10.234,5,9.411,0.725,214.865,98.54,98.0
zone_7,2024-05-25,1,71.786,87.212,0,3.436,3,1.352,12.809,6,9.411,0.725,214.865,97.365,98.0
zone_7,2024-06-01,1,72.702,98.321,0,1.014,1,4.051,8.922,5,9.411,0.725,214.865,96.844,98.0
zone_7,2024-06-08,1,54.459,80.782,0,2.632,1,1.568,7.329,1,9.411,0.725,214.865,96.574,85.19037471400516
zone_7,2024-06-15,1,66.818,86.578,0,4.17,2,3.061,10.322,4,9.411,0.725,214.865,97.113,98.0
zone_7,2024-06-22,1,77.322,97.686,0,2.474,0,3.145,7.742,5,9.411,0.725,214.865,95.91,98.0
zone_7,2024-06-29,2,72.736,91.112,0,1.048,0,3.15,8.403,6,9.411,0.725,214.865,95.443,98.0
zone_7,2024-07-06,1,13.944,31.355,0,0.837,2,4.114,8.151,5,9.411,0.725,214.865,96.271,86.7430932181655
zone_7,2024-07-13,1,53.155,82.419,0,3.016,3,2.176,7.23,5,9.411,0.725,214.865,97.127,95.58260187930982
zone_7,2024-07-20,1,35.818,70.886,1,2.112,1,1.362,8.747,5,9.411,0.725,214.865,97.791,96.0296595474705
zone_7,2024-07-27,0,40.037,66.129,1,0.418,0,1.159,7.449,2,9.411,0.725,214.865,96.885,79.65972254668984
zone_7,2024-08-03,0,13.293,20.091,0,0.695,1,1.86,6.122,6,9.411,0.725,214.865,96.302,77.46192675286204
zone_7,2024-08-10,1,35.892,54.665,2,1.01,1,1.442,5.263,6,9.411,0.725,214.865,95.125,85.29405588304273
zone_7,2024-08-17,0,13.046,45.27,0,1.054,1,4.537,8.325,3,9.411,0.725,214.865,92.297,76.11379444540361
zone_7,2024-08-24,0,39.327,71.027,0,2.079,0,3.288,4.96,3,9.411,0.725,214.865,88.034,70.63407367320252
zone_7,2024-08-31,0,19.866,39.294,0,2.693,1,2.396,9.622,3,9.411,0.725,214.865,82.957,80.38554452433658
zone_7,2024-09-07,0,26.143,36.241,1,3.09,3,1.321,4.61,5,9.411,0.725,214.865,82.086,69.18720859327847
zone_7,2024-09-14,0,20.838,48.832,1,2.98,2,4.168,6.512,5,9.411,0.725,214.865,82.756,74.72203973369945
zone_7,2024-09-21,0,16.788,28.03,0,3.094,0,1.715,7.786,4,9.411,0.725,214.865,82.225,75.25969663861056
zone_7,2024-09-28,1,15.996,30.474,1,3.814,0,1.195,8.777,7,9.411,0.725,214.865,79.867,90.65460399049195
zone_7,2024-10-05,1,0.0,19.422,1,0.0,0,2.541,8.713,7,9.411,0.725,214.865,79.676,85.47972174856875
zone_7,2024-10-12,0,11.358,38.259,0,0.133,1,1.586,6.672,5,9.411,0.725,214.865,82.745,72.41151709206301
zone_7,2024-10-19,0,9.344,44.428,1,2.559,0,3.355,4.988,4,9.411,0.725,214.865,80.513,62.25800844660436
zone_7,2024-10-26,0,13.683,46.849,0,0.189,1,3.214,3.753,5,9.411,0.725,214.865,74.525,60.15895452545705
zone_7,2024-11-02,0,53.879,68.637,0,1.103,1,2.507,9.764,4,9.411,0.725,214.865,72.385,91.14033942180669
zone_7,2024-11-09,1,24.624,31.808,0,1.082,0,1.739,9.405,10,9.411,0.725,214.865,77.928,98.0
zone_7,2024-11-16,0,34.692,34.961,0,1.171,0,3.721,9.848,4,9.411,0.725,214.865,82.911,88.48297495161107
zone_7,2024-11-23,1,41.758,56.737,1,2.639,2,2.205,8.218,6,9.411,0.725,214.865,83.216,94.6482410778997
zone_7,2024-11-30,0,65.115,96.539,0,3.963,1,1.91,6.778,6,9.411,0.725,214.865,85.602,92.76247157509636
zone_7,2024-12-07,1,51.605,67.505,0,5.636,0,2.191,6.555,4,9.411,0.725,214.865,89.501,87.78799929436853
zone_7,2024-12-14,2,67.816,91.433,2,3.478,0,4.156,7.502,7,9.411,0.725,214.865,87.278,98.0
zone_7,2024-12-21,1,78.27,84.922,0,2.692,2,1.818,7.718,4,9.411,0.725,214.865,91.231,98.0
zone_7,2024-12-28,0,55.764,73.596,0,1.806,1,2.351,5.943,2,9.411,0.725,214.865,91.22,77.38827279877141
zone_7,2025-01-04,2,87.077,115.687,0,3.276,1,4.601,10.062,4,9.411,0.725,214.865,86.039,98.0
zone_7,2025-01-11,0,76.965,100.329,1,2.082,2,2.666,10.775,4,9.411,0.725,214.865,88.749,98.0
zone_7,2025-01-18,1,53.287,72.726,1,2.67,2,2.964,10.268,7,9.411,0.725,214.865,87.958,98.0
zone_7,2025-01-25,2,77.1,93.436,1,1.191,2,1.029,9.928,8,9.411,0.725,214.865,90.152,98.0
zone_7,2025-02-01,1,97.251,109.703,1,1.117,4,2.313,11.938,4,9.411,0.725,214.865,92.913,98.0
zone_7,2025-02-08,1,113.752,131.407,0,1.826,3,3.224,9.254,11,9.411,0.725,214.865,96.148,98.0
